qid,question,rule_policy,oracle_policy,chunk_confidence,bm25_confidence,hybrid_confidence,ace_confidence,ace_chunk_doc_jaccard,chunk_packed_160_tokens,chunk_packed_160_doc_count,chunk_packed_160_em,chunk_packed_160_f1,ace_packed_160_tokens,ace_packed_160_doc_count,ace_packed_160_em,ace_packed_160_f1,ace_focused_160_tokens,ace_focused_160_doc_count,ace_focused_160_em,ace_focused_160_f1
5aba926f55429901930fa83e,Which Formula One World Champion had a teammate named Richie Ginther?,ace_packed_160,ace_packed_160,0.28175769538274975,0.24898400318335467,0.2781476746122059,0.3593737364003672,0.6666666666666666,150,2,0.0,0.0,148,4,0.0,0.0,148,4,0.0,0.0
5ae1fced5542997283cd230e,"Which writer won the Nobel Prize, William H. Gass or Naguib Mahfouz?",chunk_packed_160,ace_focused_160,0.31184845954727936,0.2530465520539956,0.2797850273759356,0.3269102888085557,1.0,157,4,1.0,1.0,160,4,1.0,1.0,151,3,1.0,1.0
5a890b895542995153361278,The first person to reach both poles named a glacier after which person? ,ace_packed_160,chunk_packed_160,0.2742733288432278,0.3075711386565104,0.27874212381665464,0.31954062008669953,0.6666666666666666,146,3,0.0,0.6666666666666666,150,3,0.0,0.0,154,3,0.0,0.0
5a90b2175542990a984936ae,"Which tennis player is South African, Mariaan de Swardt or Kateryna Bondarenko?",ace_packed_160,chunk_packed_160,0.297973227258437,0.29530015863135484,0.30548023967222415,0.3439714959389685,1.0,143,5,1.0,1.0,153,6,1.0,1.0,153,6,1.0,1.0
5a881cbb55429938390d3ee7,St. John of the Cross Episcopal Church has a rectory that was in a style that was a product of what earlier style?,chunk_packed_160,ace_packed_160,0.36440313390636436,0.3672699560302711,0.3731772997080872,0.38188473248661986,0.42857142857142855,151,4,0.0,0.0,146,5,0.0,0.0,158,5,0.0,0.0
5a764c0b55429976ec32bd89,What criteria subjectively qualifies the Houston Astrodome to be called the Eighth Wonder of the World?,chunk_packed_160,ace_focused_160,0.33524414568192246,0.364785666283194,0.350117418619488,0.3364977261223561,0.42857142857142855,152,3,0.0,0.0,156,4,0.0,0.41379310344827586,154,5,0.0,0.42857142857142855
5ac2da27554299657fa2909f,Which town was home to a forward for the Western New York Flash? ,ace_packed_160,ace_packed_160,0.31097661714215796,0.3116754126146012,0.3131074497501102,0.3926788571406829,0.6666666666666666,159,3,0.0,0.0,116,2,0.0,0.0,159,3,0.0,0.0
5ac26ac15542992f1f2b38bc,Who is the film dedicated to that Paramount Classics and MTV Films co-purchased the rights to?,ace_packed_160,ace_packed_160,0.2565052374095179,0.29715055810824054,0.2677477881420176,0.34846086798396836,0.42857142857142855,156,3,0.0,0.0,141,2,0.0,0.0,141,2,0.0,0.0
5a8a521d5542992d82986f15,For which team does Mads Bødker player that is controlled by Danmarks Ishockey Union?,ace_packed_160,chunk_packed_160,0.2942918040524483,0.2946024246619804,0.2922175431849197,0.40014737471247264,0.6666666666666666,140,3,0.0,0.0,160,4,0.0,0.0,159,5,0.0,0.0
5ae650fb55429929b0807b2e,Christopher Oscar Pena was recognized by an entertainment-industry brand aimed at what?,ace_packed_160,ace_focused_160,0.23619842065289914,0.267346235076,0.27263755763077646,0.2731309577076986,0.25,156,4,0.0,0.0,159,4,0.0,0.7272727272727273,146,4,1.0,1.0
5a8bc1b85542997f31a41db8,Which one between Milium and Eucommia lives more widely spread across the world?,chunk_packed_160,ace_packed_160,0.22334366239367962,0.22340985141665046,0.2303635184813706,0.22032760935096457,0.6666666666666666,149,4,1.0,1.0,144,5,1.0,1.0,153,4,0.0,0.0
5ab209ec554299722f9b4ca2,What video game character did the voice actress in the animated film Alpha and Omega voice?,chunk_packed_160,ace_focused_160,0.29316936357246626,0.3183701645408493,0.2981910105992758,0.2579933135239713,0.6666666666666666,157,3,0.0,0.0,156,3,0.0,0.0,132,2,0.0,0.0
5a8bb90f5542996e8ac88a02,"What Canadian actor starred in a film released on June 14th,2011?",ace_packed_160,chunk_packed_160,0.2332666954413965,0.24484537159253836,0.2388087554708307,0.2801616542099731,0.25,140,4,0.0,0.8,153,3,0.0,0.0,156,4,0.0,0.8
5ac31b0a554299741d48a1f0,"Who directed the film to which "" A Perfect Murder"" was a modern remake? ",chunk_packed_160,ace_packed_160,0.32304359934684845,0.32237766660188505,0.3481958161128679,0.3462798234278072,0.42857142857142855,160,3,0.0,0.0,143,3,0.0,0.0,143,3,0.0,0.0
5adf3e355542993a75d26440,"How long is the bridge in the Öresund Region that connect Copenhagen, Denmark and Malmo, Sweden?",chunk_packed_160,chunk_packed_160,0.2697977955591555,0.2704544772340045,0.2670448083236854,0.2973366816483707,0.6666666666666666,126,2,0.0,0.0,157,3,0.0,0.0,126,2,0.0,0.0
5abd245555429924427fcf0f,"Under which ring name does the wrestler who participated in a taser match with Bam Bam Bigelow, associate himself with in the World Wrestling Federation?",chunk_packed_160,ace_focused_160,0.2786628130244442,0.2632999393499184,0.2640248529975334,0.2865406934728306,0.6666666666666666,149,3,1.0,1.0,145,2,0.0,0.0,145,3,1.0,1.0
5a84b5975542991dd0999da3,In what ecclesiastical province is Stephen Conway currently part of?,ace_packed_160,ace_packed_160,0.27314561146324584,0.29127890438952275,0.30420738298607336,0.33869345413728935,0.42857142857142855,157,3,0.0,0.0,151,3,1.0,1.0,159,4,0.0,0.8571428571428571
5a8ba3ff55429971feec4744,Stokely Webster has paintings can be found at the official residence of whom?,chunk_packed_160,ace_focused_160,0.29805535173229536,0.3146202456570233,0.31299934908552907,0.27304402449807486,0.6666666666666666,159,3,0.0,0.0,158,4,0.0,0.0,145,3,0.0,0.0
5a8303c255429954d2e2ec01,The Plymouth fury produced from 1955 to 1989  was replaced by what for police and fleet applications?,ace_packed_160,chunk_packed_160,0.26878351881543033,0.2659395392579145,0.2834108547849743,0.38582758162390607,0.42857142857142855,145,3,0.0,0.0,153,4,0.0,0.0,145,4,0.0,0.0
5a7b374c5542995eb53be8cc,Which city was the man who is known for a science humor story based on the tongue-in-cheek combination of two adages born in?,chunk_packed_160,ace_packed_160,0.34342985487138383,0.43473931214169337,0.4052706017371924,0.34746834876197413,0.6666666666666666,156,5,0.0,0.0,144,4,0.0,0.0,147,5,0.0,0.0
5a7b63eb55429931da12ca7e,What city does Paul Clyne and David Soares have in common?,ace_packed_160,chunk_packed_160,0.23691458629506698,0.25023530061504395,0.2621218286693725,0.279210480925541,0.6666666666666666,147,4,0.0,0.0,155,4,0.0,0.0,158,4,0.0,0.0
5a90492655429933b8a204d8,Garth Richardson is the son of the producer who worked for which group that evolved from The Iveys?,chunk_packed_160,ace_packed_160,0.2484442862648661,0.26583193732424365,0.2648686101825163,0.27104806456138264,0.42857142857142855,160,4,0.0,0.25,152,4,1.0,1.0,157,4,1.0,1.0
5a8a502b5542996c9b8d5ea6,Who wrote the lyrics to the theme song that was used by the Western film series Range Busters?,chunk_packed_160,ace_focused_160,0.31485743367144714,0.31216172983884427,0.323755810540217,0.29003606132802096,0.42857142857142855,150,4,0.0,0.4,160,5,0.0,0.4,143,3,0.0,0.4
5ae5a4e5554299546bf82f01,"Which writer of ""Rewrite This Story"" are an American songwriting duo and composing team for musical theater, films, and television?",ace_packed_160,ace_packed_160,0.31318707728818035,0.32405666712194864,0.3025446096846804,0.41593606954638374,0.6666666666666666,151,4,0.0,0.7499999999999999,140,3,0.0,0.7499999999999999,148,4,0.0,0.7499999999999999
